"epoch","rs_1_19 - _step","rs_1_19 - rouge_L_f1","rs_1_18 - _step","rs_1_18 - rouge_L_f1","rs_1_17 - _step","rs_1_17 - rouge_L_f1","rs_1_16 - _step","rs_1_16 - rouge_L_f1","rs_1_15 - _step","rs_1_15 - rouge_L_f1","rs_1_14 - _step","rs_1_14 - rouge_L_f1","rs_1_03 - _step","rs_1_03 - rouge_L_f1","rs_1_02 - _step","rs_1_02 - rouge_L_f1","rs_1_01 - _step","rs_1_01 - rouge_L_f1","rs_1_00 - _step","rs_1_00 - rouge_L_f1"
"30","148587","0.5169217509920639","74337","0.6655171946109442","148587","0.5648333596380479","undefined","undefined","undefined","undefined","148587","0.5508581792173151","18627","0.537492702050357","undefined","undefined","148587","0.46244134800384773","37197","0.4057912966997137"
"31","153540","0.5206790787337654","76815","0.6671664720836129","153540","0.5656068785573979","undefined","undefined","undefined","undefined","153540","0.5551661089156343","19248","0.5400445581396442","undefined","undefined","153540","0.46543211254409184","38437","0.4101112301735504"
"32","158493","0.5242779055435308","79293","0.668705638234521","158493","0.565660066688711","undefined","undefined","undefined","undefined","158493","0.5589313867161892","19869","0.5429321723665245","undefined","undefined","158493","0.4685318474927846","39677","0.41364947730161633"
"33","163446","0.5280125962000977","81771","0.6703602462878018","163446","0.5658990888548191","undefined","undefined","undefined","undefined","163446","0.5622459161647101","20490","0.5453501534276527","undefined","undefined","163446","0.4711903070887442","40917","0.4179545200137488"
"34","168399","0.5313333596380452","84249","0.6716379129428383","168399","0.566850859788359","undefined","undefined","undefined","undefined","168399","0.5660090795673192","21111","0.547708921169176","undefined","undefined","168399","0.4739182900432898","42157","0.4216948028666462"
"35","173352","0.5348177233645987","86727","0.6732776674433859","173352","0.5674229797979805","undefined","undefined","undefined","undefined","173352","0.5695068260162945","21732","0.5502454605790087","undefined","undefined","173352","0.4766011341089467","43397","0.4255902595524513"
"36","178305","0.53810199464887","89205","0.6746863922237989","178305","0.5669865344917431","undefined","undefined","undefined","undefined","178305","0.573131896503818","22353","0.5521580501532524","undefined","undefined","178305","0.4793791548921738","44637","0.4286577034210234"
"37","183258","0.5411352438071199","91683","0.6760223881320004","183258","0.5678164632435462","undefined","undefined","undefined","undefined","183258","0.5762601716114965","22974","0.553853477641307","undefined","undefined","183258","0.48191343995510677","45877","0.4322362938063889"
"38","188211","0.544373417959356","94161","0.6770324190137168","188211","0.568510127314815","undefined","undefined","undefined","undefined","188211","0.5792460934653159","23595","0.5557296688167915","undefined","undefined","188211","0.48435681342191766","47117","0.4354797750294516"
"39","193164","0.547305262445888","96639","0.67934618580073","193164","0.5689797566438191","undefined","undefined","undefined","undefined","193164","0.5818306246310506","24216","0.5576656544192955","undefined","undefined","193164","0.48675394069665107","48357","0.43823244506633047"
"40","198117","0.550052973935787","99117","0.6799786027402037","198117","0.5693530205327069","undefined","undefined","undefined","undefined","198117","0.5848653314803867","24837","0.5597124126800244","undefined","undefined","198117","0.4889046429072478","49597","0.4415546990657831"
"41","203070","0.5532715736231367","101595","0.681717320041421","undefined","undefined","undefined","undefined","undefined","undefined","203070","0.5881818317327311","25458","0.5609661337390024","undefined","undefined","203070","0.49114056487493973","50837","0.4441108282815164"
"42","208023","0.556018428330928","104073","0.6824996118324712","undefined","undefined","undefined","undefined","undefined","undefined","208023","0.5904822313366337","26079","0.5627946861478041","undefined","undefined","208023","0.4935870924021959","52077","0.44695292688215993"
"43","212976","0.558691926707553","106551","0.684094250104903","undefined","undefined","undefined","undefined","undefined","undefined","212976","0.593225684651347","26700","0.5648465639859085","undefined","undefined","212976","0.49534350448933817","53317","0.45014235269475716"
"44","217929","0.561400594486533","109029","0.6854683962134253","undefined","undefined","undefined","undefined","undefined","undefined","217929","0.5961115303923079","27321","0.5659539335194961","undefined","undefined","217929","0.4971986870190007","54557","0.45271221359642516"
"45","222882","0.5641215728715723","111507","0.6874120277519894","undefined","undefined","undefined","undefined","undefined","undefined","222882","0.5986458007655936","27942","0.5675506970106491","undefined","undefined","222882","0.499495068492463","55797","0.4553255038015303"
"46","227835","0.5666207010582023","113985","0.6883447896537395","undefined","undefined","undefined","undefined","undefined","undefined","227835","0.6012239157447504","28563","0.5686849669939975","undefined","undefined","227835","0.5009366018819141","57037","0.45780442495679374"
"47","232788","0.5687227821368446","116463","0.6895401916142915","undefined","undefined","undefined","undefined","undefined","undefined","232788","0.6037488355324544","29184","0.5702186410668283","undefined","undefined","232788","0.5031291949755485","58277","0.46050882109895874"
"48","237741","0.5720113185425701","118941","0.6905305682410317","undefined","undefined","undefined","undefined","undefined","undefined","237741","0.6062537607769631","29805","0.5711784885812107","undefined","undefined","237741","0.5046157833293264","59517","0.4626902532147555"
"49","242694","0.5738860818001457","121419","0.6918324082973691","undefined","undefined","undefined","undefined","undefined","undefined","242694","0.6079077623502317","30426","0.5728505392826255","undefined","undefined","242694","0.5069802777276746","60757","0.4651640981809108"
"50","247647","0.5762974800084186","123897","0.69305351837241","undefined","undefined","undefined","undefined","undefined","undefined","247647","0.6105866702741707","31047","0.5743170611841922","undefined","undefined","247647","0.5087989104838048","61997","0.4680115860032303"
"51","252600","0.5786510717291986","126375","0.6945234336721083","undefined","undefined","undefined","undefined","undefined","undefined","252600","0.6130642308729423","31668","0.5749215963227741","undefined","undefined","252600","0.5104719416386074","63237","0.4700899229873223"
"52","257553","0.5807601536195307","128853","0.6951059498774941","undefined","undefined","undefined","undefined","undefined","undefined","257553","0.6148804696723723","32289","0.5764671560944507","undefined","undefined","257553","0.5120295001102293","64477","0.4722409875002304"
"53","262506","0.5828647975288599","131331","0.6966603461861516","undefined","undefined","undefined","undefined","undefined","undefined","262506","0.6167638526772051","32910","0.5773314070890676","undefined","undefined","262506","0.5133163204465299","65717","0.4746834118728387"
"54","267459","0.5853364147426668","133809","0.6976332016047925","undefined","undefined","undefined","undefined","undefined","undefined","267459","0.6190449582859612","33531","0.578421248253289","undefined","undefined","267459","0.5150463739578316","66957","0.47620586002973764"
"55","272412","0.587257650913903","136287","0.6982109414943224","undefined","undefined","undefined","undefined","undefined","undefined","272412","0.6208027012094237","34152","0.5791064648856292","undefined","undefined","272412","0.5164129614598371","68197","0.47877221875578263"
"56","undefined","undefined","138765","0.6993981943018406","undefined","undefined","undefined","undefined","undefined","undefined","277365","0.6227101453978816","34773","0.5806387936939176","undefined","undefined","277365","0.5177138360289384","69437","0.4805007161090108"
"57","undefined","undefined","141243","0.7004337164834331","undefined","undefined","undefined","undefined","undefined","undefined","282318","0.6249055803115936","35394","0.5814214118835254","undefined","undefined","282318","0.519635268859227","70677","0.48275356511267703"
"58","undefined","undefined","143721","0.7020410357477126","undefined","undefined","undefined","undefined","undefined","undefined","287271","0.6265540093849759","36015","0.5824080947822328","undefined","undefined","287271","0.5208475403839987","71917","0.485015833362862"
"59","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","292224","0.6281135821599839","36636","0.5834703973046375","undefined","undefined","292224","0.5221149415784822","73157","0.4865025915307438"
"60","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","297177","0.6300143835541554","37257","0.5840966984502705","undefined","undefined","297177","0.5235207243566614","74397","0.4882371982768443"
"61","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","302130","0.6320042195721647","37878","0.5851258843486637","undefined","undefined","302130","0.5249452937109196","75637","0.4907880453374689"
"62","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","307083","0.6336813384339437","38499","0.5863252938948392","undefined","undefined","307083","0.5261951997655132","76877","0.49256104945114415"
"63","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","312036","0.6357462227114226","39120","0.5871307216906047","undefined","undefined","312036","0.527870286445809","78117","0.49378389536652595"
"64","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","316989","0.637095173529124","39741","0.5879306807271099","undefined","undefined","316989","0.5288363433441565","79357","0.4958608453224342"
"65","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","321942","0.6380227846648292","40362","0.5885168227285095","undefined","undefined","321942","0.5301821889530224","80597","0.49753151117512373"
"66","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","326895","0.6396717249150976","40983","0.589618260370924","undefined","undefined","326895","0.5312394242524435","81837","0.4989333120308556"
"67","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","331848","0.6416550236992953","41604","0.5903947431326738","undefined","undefined","331848","0.5325444637345687","83077","0.5009277913915844"
"68","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","336801","0.5339347505311044","84317","0.5020482986866982"
"69","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","341754","0.5345081719977556","85557","0.5039461413308801"
"70","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","346707","0.5356928836980941","86797","0.5061409944310079"
"71","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","351660","0.5369843299062043","88037","0.5071707384406333"
"72","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","356613","0.5378416218233926","89277","0.5088816122057938"
"73","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","361566","0.5388016436688315","90517","0.5103046620507911"
"74","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","366519","0.5393426527176522","91757","0.5114996542806707"
"75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","371472","0.5407082218514493","92997","0.5134912398734269"
"76","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","376425","0.5417774646264235","94237","0.5150529960157916"
"77","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","381378","0.5427567703322907","95477","0.5164164018173837"
"78","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","386331","0.5437634392035452","96717","0.5176300674975968"
"79","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","391284","0.5446907104276892","97957","0.5191827634406242"
"80","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","396237","0.5454546594416396","99197","0.5205810338424688"
"81","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","401190","0.5461654654180689","100437","0.5217898402533441"
"82","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","406143","0.5472568755511472","101677","0.5228791518840836"
"83","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","411096","0.548023455036477","102917","0.5241355736400297"
"84","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","416049","0.5488169116762874","104157","0.5253671964726302"
"85","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","421002","0.5494233906525573","105397","0.5270161389587805"
"86","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","425955","0.550524871733204","106637","0.5272838851109909"
"87","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","430908","0.5510413384840466","107877","0.529242920784879"
"88","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","435861","0.5521321423560998","109117","0.5308196689193432"
"89","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","440814","0.5524879136103099","110357","0.5318234021151392"
"90","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","445767","0.5533538935986849","111597","0.5330139370791832"
"91","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","450720","0.5538502134439632","112837","0.5340858394302495"
"92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","455673","0.5548100649350644","114077","0.5355222524499413"
"93","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","460626","0.5555929646164008","115317","0.5366241134075054"
"94","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","465579","0.5560898343554594","116557","0.5378393912115718"
"95","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","470532","0.5565156325156331","117797","0.538641071314232"
"96","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","475485","0.5574587429353053","119037","0.5401116910242274"
"97","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","480438","0.5586163758116894","120277","0.5406571430957077"
"98","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","485391","0.5587685611071019","121517","0.5420693626115171"
"99","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","490344","0.5594149581128761","122757","0.5428889204560869"
"100","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","495297","0.5598660538920959","123997","0.5438545068102633"
"101","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","500250","0.5606910686728405","125237","0.545251455994196"
"102","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","505203","0.5612396133958637","126477","0.5460675567839285"
"103","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","510156","0.5615240725709496","127717","0.547177915942126"
"104","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","515109","0.5624687913359786","128957","0.5479580268372779"
"105","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","130197","0.5493641594636469"
"106","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","131437","0.5499805347670822"
"107","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","132677","0.5510472773473614"
"108","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","133917","0.5516263801832143"
"109","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","135157","0.5527747837521048"
"110","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","136397","0.5537368401168331"
"111","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","137637","0.5547893690538921"
"112","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","138877","0.5555018672367218"
"113","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","140117","0.5566391014790305"
"114","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","141357","0.5572263946443694"
"115","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","142597","0.5582391314041106"
"116","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","143837","0.5593081993917092"
"117","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","145077","0.5594157776839692"
"118","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","146317","0.5608980487742262"
"119","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","147557","0.5615996687116807"
"120","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","148797","0.5623316313913371"
"121","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","150037","0.5630800197105392"
"122","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","151277","0.5644414932226133"
"123","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","152517","0.5648457507725138"
"124","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","153757","0.5656461146083704"
"125","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","154997","0.5668306661742301"
"126","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","156237","0.5669063367454773"
"127","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","157477","0.5679153996182353"
